Subject group,Full name,Activity of a close family member,Organisation,Subject matter,Start date,End date,DOI date,PDF
SCOM,"LOPEZ PUENTE, Secundino",,"MINECO, Ministerio de Economia y Competitividad, Ministry of Economy and Competitiveness. MINECO, SPAIN, Madrid","Research Project: ""Feeding efficiency in fattening and replacement lambs: underlying mechanisms of nutritional factors during the suckling period” Funded by: CICYT (Spanish Agency for Science and Technology, Ministry of Science) Role: Senior scientist (personal involvement exclusively scientific) Responsibilities: to design, coordinate and conduct the experimental work Deliverable: study report Activity strictly not related to the remit of the scientific group Only public funding (NO private funding)",2015-01,now,2015-09-11,SCOM_doi_009.pdf
SCOM,"MORE, Simon",,"Department of Agriculture, Food and the Marine","Support for the UCD Centre of Veterinary Epidemiology and Risk Analysis (CVERA). CVERA is the national resource centre for veterinary epidemiology in Ireland, located within the UCD School of Veterinary Medicine at University College Dublin. The Centre was initially established as the Tuberculosis Investigation Unit, but in recent years has broadened its remit to cover a wide range of international, national and local animal health matters, including: • Epidemiological support for the control and eradication of regulatory animal diseases, which includes national programmes for bovine tuberculosis, bovine brucellosis and bovine spongiform encephalopathy; • Work in support of Animal Health Ireland, which is seeking to provide a proactive, coordinated and industry-led approach in Ireland to non-regulatory animal health concerns (such as mastitis, fertility and infectious bovine rhinotracheitis); and • Epidemiological support for a broad range of other animal health and welfare issues relating to emergency animal disease preparedness and response (for example, avian influenza, bluetongue and equine infectious anaemia), on-farm investigations, welfare of farmed livestock and horses, health of companion animals and farmed fish, and international collaboration. UCD CVERA staff work closely with national policy-makers, both in government and industry. Staff also contribute to training in veterinary medicine, both to undergraduates and postgraduate. A broad range of expertise is represented within the Centre, including agriculture and animal sciences, database development and management, geographic information systems, statistics, veterinary medicine and epidemiology. The Centre is staffed by employees of University College Dublin and of the Department of Agriculture, Food and the Marine (DAFM). Funding received in my professional UCD capacity, and managed through the UCD financial system. The research (co-)funding I received from the private sector in the latest full budget year, and for the areas covered by the Panels, does not exceeds 25% of the total annual research budget that is managed by me.",2003-12,now,2015-07-03,SCOM_doi_010.pdf
SCOM,"MORE, Simon",,University College Dublin Support for research on areas of epidemiology that are not directly,"related to the interests of the Department of Agriculture, Food and the Marine. These including small animal epidemiology and equine welfare. Funding received in my professional UCD capacity, and handled through the UCD financial system. The research (co-)funding I received from the private sector in the latest full budget year, and for the areas covered by the Panels, does not exceeds 25% of the total annual research budget that is managed by me.",2007-01,now,2015-07-03,SCOM_doi_010.pdf
SCOM,"MORTENSEN, Alicja",,The Danish National Advanced Technology Foundation,"The project ""Sustainable Plasticisers"" aimed to develop plasticisers which would be an alternative to phtalates. The National Food Institute at DTU was responsible for a WP package investigating potential toxicity with regard to chosen end-points such as mutagenicity, DNA damage, effects on male reproductive system following in utero exposure(a) new developed plasticiser(s). Prediction of toxicity with regard to different end-points using (Q)SAR was also performed. The project was conducted in co-operation between Aarhus University, DTU- Chemistry, DTU-Food and Danisco A/S, Denmark. The project received a grant from The Danish National Advanced Technology Foundation. The grant covered 50% of total cost in the WP performed by the DTU-Food, while the other 50% was covered by the DTU-Food.",2009-09,2013-03,2015-10-09,SCOM_doi_011.pdf
SCOM,"NAEGELI, Hanspeter",,University of Zürich,"Scientific projects in molecular toxicology (DNA repair), food toxicology (boar taint), environmental toxicology (heavy metals in birds of prey) and applications of metabolomics in veterinary/human medicine (fatty liver disease). This research does not include GMOs except the use of bacteria for the expression of proteins in mechanistic studies. Previous research in the area of food/feed contaminants was centered on the detection of trichothecenes (a type of mycotoxin) and was funded by the BioCop project which dates back more than 5 years. Current funding does not involve food/feed additives and contaminants.",1993-01,now,2015-07-28,SCOM_doi_012.pdf
SCOM,"NAEGELI, Hanspeter",,Swiss National Science Foundation,"Basic Research in Cancer Biology and Immunology: (i) Mechanism of nucleotide excision repair in chromatin of human cells and (ii) Interaction of nanoparticles with dendritic cells. This funding does not include feed contaminants or additives, in particular the Swiss Natioinal Science Foundation does not support any research on Fusarium toxins (T-2 toxin, HT-2 toxin, nivalenol, diacetoxyscipenol, enniatins, beauvericin and moniliformin). Also, this research does not include GMOs except the use of bacteria for the expression of proteins in mechanistic studies.",1994-10,now,2015-07-28,SCOM_doi_012.pdf
SCOM,"NAEGELI, Hanspeter",,Swiss Cancer League,"Basic research in cancer biology: Mechanism of nucleotide excision repair in chromatin. The Swiss Cancer Ligue is a non-profit charitable organization that supports among many other activities against cancer, research in cancer biology and clinical oncology. This funding does not inlcude feed contaminants or additives, in particular the Swiss Cancer Ligue does not support any research on Fusarium toxins (T-2 toxin, HT-2 toxin, nivalenol, diacetoxyscipenol, enniatins, beauvericin and moniliformin). Also, this research does not include GMOs except the use of bacteria for the expression of proteins in mechanistic studies.",2012-01,now,2015-07-28,SCOM_doi_012.pdf
SCOM,"NAEGELI, Hanspeter",,Velux Foundation,"Basic Research in Cancer Biology: Mechanism of nucleotide excision repair in chromatin. In particular, the Velux Foundation supports the screening of chemicals for their ability to either inhibit or stimulate DNA repair in the human skin. This funding does not include feed contaminants or additives, the Velux Foundation does not support any research on Fusarium toxins (T-2 toxin, HT-2 toxin, nivalenol, diacetoxyscipenol, enniatins, beauvericin and moniliformin). Also, this research does not include GMOs. The contribution of the Velux foundation (private funding ending by 2015) contributes to about 5% of the overall research funding.",2012-07,now,2015-07-28,SCOM_doi_012.pdf
SCOM,"NOERRUNG, Birgit",,Department of Vet. Disease Biology,"The department is involved in many research projects financed by national and international bodies: se homepage http://www.life.ku.dk/English/research/publications_projects.aspx My personal expertise lies within microbial food safety and includes hazard characterisation and exposure assessment of foodborne microorganisms espec. zoonoses like Salmonella Campylobacter, Listeria and foodborne viruses. My expertise includes microbiological criteria and interfase between risk assessment and risk management. I am not personally involved i research projects financied by private funding.",2008-02,now,2015-10-21,SCOM_doi_013.pdf
SCOM,"NOTEBORN, Hubert",,"Office for Risk Assessment and Research Programming (BuRO), Novel Food and Consumer Product Safety Authority (nVWA)","Head Integrated Risk Assessment/Management Team Member. Research programs/projects food/feed safety including forecast and scenario studies, trend analyses and scientific and other publications of results help to advice (risk assessment) on possible threats concerning food and product safety, animal health and animal welfare. This allows policymakers to set priorities for risk management measures (e.g. ministers of Health and Agriculture) and contribute to targeted inspection and law enforcement that manage risks effectively and prevent an unnecessary inspection burden (e.g. CEO VWA). Coordination of content of the integrated research programme of food safety of VWA and ministries of Agriculture (EL&I, previously LNV) and Health (VWS) and arrange the research to be undertaken (i.e. funder and client).",2010-05,2011-12,2015-10-09,SCOM_doi_014.pdf
SCOM,"NOTEBORN, Hubert",,"Netherlands Food and Consumer Product Safety Authority (NVWA), Office for Risk Assessment and Research (BuRO)","Head Unit Integrated Risk Assessment/deputy director and MT- member NVWA. Principal scientist focusing on developing risk assessment methodologies in field where national and EU-wide approaches are not already defined. Research programs food/feed/animal and plant safety and non-food applications including forecast and scenario studies, trend analyses and scientific and other publications of results help to advice (risk assessment) on possible threats concerning food and product safety, animal health, plant health and animal welfare. This allows us to advice policymakers to set priorities for risk management measures and contributes to risk-based enforcement that manage risks effectively and prevent an unnecessary inspection burden. The role includes the co-ordination of content of the integrated research programme and opinions of food, plant, animal, product safety and safety of allien species of NVWA and ministries of Economics Affairs (EZ, previously EL&I and LNV) and Health, Welfare and Sports (VWS) and arrange the research to be undertaken (i.e. funder and client). Programs are executed by independent research institutes like RIVM, RIKILT, CVI etc.",2012-01,now,2015-10-09,SCOM_doi_014.pdf
